Applicant Id,Age,Gender,Marital Status,Annual Income,Loan Amount,Credit Score,No Of Dependent,Existing Loan,Employment Status,Loan Approved,Age Category,Income Category,Loan Approval Status,Loan to Value Ratio,LTV Category,Credit Band,Employment Type,Dependancy,Average Monthly EMI,Loan to Credit Ratio,LTC Category,Credit Age Ratio,Credit Age Category
883,51,Female,Married,"94,964.00","10,755.00",316,4,2,Un-Employed,0,Middle-Aged,Average Income,Rejected,11%,Low Exposure,Poor, Other Income,High Dependency,430.20,34.03,Conservative-Low Risk,6.20,New/Thin
884,44,Male,Single,"57,437.00","15,825.00",362,4,1,Self-Employed,1,Middle-Aged,Average Income,Approved,28%,Low Exposure,Poor,Employed,High Dependency,316.50,43.72,Conservative-Low Risk,8.23,New/Thin
885,29,Female,Married,"97,872.00","27,693.00",552,3,4,Employed,0,Adult,Average Income,Rejected,28%,Low Exposure,Poor,Employed,High Dependency,2215.44,50.17,Aggressive-High Risk,19.03,Moderate
886,23,Female,Married,"94,878.00","9,117.00",764,2,1,Employed,1,Youth,Average Income,Approved,10%,Low Exposure,Excellent,Employed,Low Dependency,182.34,11.93,Conservative-Low Risk,33.22,Long/Mature
887,51,Male,Married,"1,39,006.00","29,729.00",675,4,4,Self-Employed,1,Middle-Aged,High Income,Approved,21%,Low Exposure,Good,Employed,High Dependency,2378.32,44.04,Conservative-Low Risk,13.24,Moderate
888,60,Female,Single,"1,25,368.00","37,182.00",819,1,4,Self-Employed,1,Senior,High Income,Approved,30%,Low Exposure,Excellent,Employed,Low Dependency,2974.56,45.40,Conservative-Low Risk,13.65,Moderate
889,57,Female,Divorced,"92,982.00","33,890.00",389,3,4,Un-Employed,0,Middle-Aged,Average Income,Rejected,36%,Low Exposure,Poor, Other Income,High Dependency,2711.20,87.12,Aggressive-High Risk,6.82,New/Thin
890,56,Female,Married,"70,583.00","34,340.00",474,0,1,Employed,1,Middle-Aged,Average Income,Approved,49%,Controlled Exposure,Poor,Employed,No DePendency,686.80,72.45,Aggressive-High Risk,8.46,New/Thin
891,44,Male,Single,"58,392.00","6,518.00",375,3,3,Self-Employed,0,Middle-Aged,Average Income,Rejected,11%,Low Exposure,Poor,Employed,High Dependency,391.08,17.38,Conservative-Low Risk,8.52,New/Thin
892,51,Female,Single,"27,461.00","35,949.00",699,1,1,Employed,1,Middle-Aged,Low Income,Approved,131%,Critical Exposure,Good,Employed,Low Dependency,718.98,51.43,Aggressive-High Risk,13.71,Moderate
893,26,Female,Divorced,"1,20,123.00","27,547.00",370,2,4,Un-Employed,0,Adult,High Income,Rejected,23%,Low Exposure,Poor, Other Income,Low Dependency,2203.76,74.45,Aggressive-High Risk,14.23,Moderate
894,22,Female,Married,"30,516.00","21,346.00",479,0,2,Self-Employed,1,Youth,Low Income,Approved,70%,High Exposure,Poor,Employed,No DePendency,853.84,44.56,Conservative-Low Risk,21.77,Long/Mature
895,40,Female,Married,"99,285.00","7,600.00",423,0,0,Un-Employed,1,Middle-Aged,Average Income,Approved,8%,Low Exposure,Poor, Other Income,No DePendency,152.00,17.97,Conservative-Low Risk,10.58,Moderate
896,48,Male,Divorced,"37,514.00","34,267.00",680,2,4,Employed,1,Middle-Aged,Low Income,Approved,91%,High Exposure,Good,Employed,Low Dependency,2741.36,50.39,Aggressive-High Risk,14.17,Moderate
897,31,Male,Divorced,"1,48,657.00","41,322.00",592,3,2,Un-Employed,0,Adult,High Income,Rejected,28%,Low Exposure,Poor, Other Income,High Dependency,1652.88,69.80,Aggressive-High Risk,19.10,Moderate
898,24,Female,Single,"1,41,251.00","31,990.00",494,4,3,Un-Employed,0,Youth,High Income,Rejected,23%,Low Exposure,Poor, Other Income,High Dependency,1919.40,64.76,Aggressive-High Risk,20.58,Long/Mature
899,35,Female,Single,"1,20,962.00","21,193.00",527,3,4,Employed,0,Adult,High Income,Rejected,18%,Low Exposure,Poor,Employed,High Dependency,1695.44,40.21,Conservative-Low Risk,15.06,Moderate
900,26,Male,Divorced,"56,268.00","35,109.00",730,1,2,Un-Employed,1,Adult,Average Income,Approved,62%,High Exposure,Good, Other Income,Low Dependency,1404.36,48.09,Conservative-Low Risk,28.08,Long/Mature
901,50,Male,Married,"1,10,486.00","24,233.00",735,4,4,Employed,1,Middle-Aged,High Income,Approved,22%,Low Exposure,Good,Employed,High Dependency,1938.64,32.97,Conservative-Low Risk,14.70,Moderate
902,58,Female,Single,"1,20,424.00","21,194.00",760,3,1,Self-Employed,1,Middle-Aged,High Income,Approved,18%,Low Exposure,Excellent,Employed,High Dependency,423.88,27.89,Conservative-Low Risk,13.10,Moderate
903,22,Male,Single,"56,788.00","39,510.00",320,2,2,Employed,1,Youth,Average Income,Approved,70%,High Exposure,Poor,Employed,Low Dependency,1580.40,123.47,Aggressive-High Risk,14.55,Moderate
904,35,Female,Married,"95,749.00","6,306.00",363,1,1,Employed,1,Adult,Average Income,Approved,7%,Low Exposure,Poor,Employed,Low Dependency,126.12,17.37,Conservative-Low Risk,10.37,Moderate
905,31,Male,Single,"81,049.00","8,849.00",464,1,1,Self-Employed,1,Adult,Average Income,Approved,11%,Low Exposure,Poor,Employed,Low Dependency,176.98,19.07,Conservative-Low Risk,14.97,Moderate
906,28,Male,Married,"82,493.00","17,360.00",326,1,2,Employed,1,Adult,Average Income,Approved,21%,Low Exposure,Poor,Employed,Low Dependency,694.40,53.25,Aggressive-High Risk,11.64,Moderate
907,46,Male,Married,"56,027.00","34,231.00",610,4,0,Self-Employed,1,Middle-Aged,Average Income,Approved,61%,High Exposure,Good,Employed,High Dependency,684.62,56.12,Aggressive-High Risk,13.26,Moderate
908,64,Male,Married,"1,13,547.00","41,963.00",584,0,2,Self-Employed,1,Senior,High Income,Approved,37%,Low Exposure,Poor,Employed,No DePendency,1678.52,71.85,Aggressive-High Risk,9.13,New/Thin
909,25,Female,Divorced,"62,849.00","23,689.00",580,4,0,Employed,1,Adult,Average Income,Approved,38%,Low Exposure,Poor,Employed,High Dependency,473.78,40.84,Conservative-Low Risk,23.20,Long/Mature
910,26,Male,Divorced,"1,20,127.00","34,084.00",463,3,4,Un-Employed,0,Adult,High Income,Rejected,28%,Low Exposure,Poor, Other Income,High Dependency,2726.72,73.62,Aggressive-High Risk,17.81,Moderate
911,46,Male,Divorced,"37,858.00","45,387.00",523,0,4,Un-Employed,0,Middle-Aged,Low Income,Rejected,120%,Critical Exposure,Poor, Other Income,No DePendency,3630.96,86.78,Aggressive-High Risk,11.37,Moderate
912,24,Female,Married,"1,04,162.00","14,280.00",445,3,2,Self-Employed,1,Youth,High Income,Approved,14%,Low Exposure,Poor,Employed,High Dependency,571.20,32.09,Conservative-Low Risk,18.54,Moderate
913,39,Male,Married,"99,003.00","7,642.00",329,0,4,Un-Employed,0,Adult,Average Income,Rejected,8%,Low Exposure,Poor, Other Income,No DePendency,611.36,23.23,Conservative-Low Risk,8.44,New/Thin
914,40,Male,Divorced,"72,395.00","47,137.00",344,4,3,Un-Employed,0,Middle-Aged,Average Income,Rejected,65%,High Exposure,Poor, Other Income,High Dependency,2828.22,137.03,Aggressive-High Risk,8.60,New/Thin
915,53,Female,Single,"59,758.00","19,296.00",770,1,1,Employed,1,Middle-Aged,Average Income,Approved,32%,Low Exposure,Excellent,Employed,Low Dependency,385.92,25.06,Conservative-Low Risk,14.53,Moderate
916,40,Male,Married,"74,312.00","20,438.00",333,2,1,Self-Employed,1,Middle-Aged,Average Income,Approved,28%,Low Exposure,Poor,Employed,Low Dependency,408.76,61.38,Aggressive-High Risk,8.33,New/Thin
917,32,Female,Single,"88,670.00","42,525.00",726,1,0,Self-Employed,1,Adult,Average Income,Approved,48%,Controlled Exposure,Good,Employed,Low Dependency,850.50,58.57,Aggressive-High Risk,22.69,Long/Mature
918,21,Female,Single,"1,36,758.00","7,994.00",520,4,4,Employed,0,Youth,High Income,Rejected,6%,Low Exposure,Poor,Employed,High Dependency,639.52,15.37,Conservative-Low Risk,24.76,Long/Mature
919,46,Female,Married,"1,02,279.00","39,039.00",833,0,0,Un-Employed,1,Middle-Aged,High Income,Approved,38%,Low Exposure,Excellent, Other Income,No DePendency,780.78,46.87,Conservative-Low Risk,18.11,Moderate
920,34,Female,Married,"35,434.00","6,813.00",666,1,1,Self-Employed,1,Adult,Low Income,Approved,19%,Low Exposure,Good,Employed,Low Dependency,136.26,10.23,Conservative-Low Risk,19.59,Moderate
921,58,Male,Single,"84,047.00","32,491.00",849,4,1,Un-Employed,1,Middle-Aged,Average Income,Approved,39%,Low Exposure,Excellent, Other Income,High Dependency,649.82,38.27,Conservative-Low Risk,14.64,Moderate
922,57,Female,Single,"67,775.00","23,845.00",415,3,4,Self-Employed,0,Middle-Aged,Average Income,Rejected,35%,Low Exposure,Poor,Employed,High Dependency,1907.60,57.46,Aggressive-High Risk,7.28,New/Thin
923,31,Male,Divorced,"95,769.00","46,243.00",538,2,3,Self-Employed,1,Adult,Average Income,Approved,48%,Controlled Exposure,Poor,Employed,Low Dependency,2774.58,85.95,Aggressive-High Risk,17.35,Moderate
924,56,Male,Divorced,"1,34,682.00","42,164.00",634,1,3,Self-Employed,1,Middle-Aged,High Income,Approved,31%,Low Exposure,Good,Employed,Low Dependency,2529.84,66.50,Aggressive-High Risk,11.32,Moderate
925,33,Male,Married,"86,677.00","47,051.00",740,0,4,Self-Employed,1,Adult,Average Income,Approved,54%,Controlled Exposure,Good,Employed,No DePendency,3764.08,63.58,Aggressive-High Risk,22.42,Long/Mature
926,63,Male,Divorced,"1,03,555.00","18,318.00",447,3,4,Un-Employed,0,Senior,High Income,Rejected,18%,Low Exposure,Poor, Other Income,High Dependency,1465.44,40.98,Conservative-Low Risk,7.10,New/Thin
927,23,Male,Divorced,"1,48,379.00","22,200.00",308,4,0,Un-Employed,0,Youth,High Income,Rejected,15%,Low Exposure,Poor, Other Income,High Dependency,444.00,72.08,Aggressive-High Risk,13.39,Moderate
928,53,Male,Divorced,"1,05,920.00","5,082.00",587,2,4,Un-Employed,0,Middle-Aged,High Income,Rejected,5%,Low Exposure,Poor, Other Income,Low Dependency,406.56,8.66,Conservative-Low Risk,11.08,Moderate
929,26,Male,Divorced,"1,28,439.00","6,920.00",687,0,3,Un-Employed,1,Adult,High Income,Approved,5%,Low Exposure,Good, Other Income,No DePendency,415.20,10.07,Conservative-Low Risk,26.42,Long/Mature
930,30,Male,Single,"65,734.00","45,585.00",349,4,4,Employed,0,Adult,Average Income,Rejected,69%,High Exposure,Poor,Employed,High Dependency,3646.80,130.62,Aggressive-High Risk,11.63,Moderate
931,25,Male,Married,"1,21,665.00","16,683.00",816,4,0,Self-Employed,1,Adult,High Income,Approved,14%,Low Exposure,Excellent,Employed,High Dependency,333.66,20.44,Conservative-Low Risk,32.64,Long/Mature
932,43,Male,Divorced,"1,08,503.00","16,336.00",577,1,0,Self-Employed,1,Middle-Aged,High Income,Approved,15%,Low Exposure,Poor,Employed,Low Dependency,326.72,28.31,Conservative-Low Risk,13.42,Moderate
933,30,Female,Single,"60,603.00","20,596.00",599,1,0,Self-Employed,1,Adult,Average Income,Approved,34%,Low Exposure,Poor,Employed,Low Dependency,411.92,34.38,Conservative-Low Risk,19.97,Moderate
934,64,Female,Single,"96,708.00","7,093.00",434,0,0,Employed,1,Senior,Average Income,Approved,7%,Low Exposure,Poor,Employed,No DePendency,141.86,16.34,Conservative-Low Risk,6.78,New/Thin
935,22,Female,Single,"1,01,926.00","17,905.00",446,4,2,Un-Employed,0,Youth,High Income,Rejected,18%,Low Exposure,Poor, Other Income,High Dependency,716.20,40.15,Conservative-Low Risk,20.27,Long/Mature
936,33,Male,Divorced,"88,803.00","29,351.00",789,1,4,Self-Employed,1,Adult,Average Income,Approved,33%,Low Exposure,Excellent,Employed,Low Dependency,2348.08,37.20,Conservative-Low Risk,23.91,Long/Mature
937,60,Female,Divorced,"59,332.00","35,981.00",777,2,1,Un-Employed,1,Senior,Average Income,Approved,61%,High Exposure,Excellent, Other Income,Low Dependency,719.62,46.31,Conservative-Low Risk,12.95,Moderate
938,22,Female,Married,"1,11,703.00","13,367.00",458,2,4,Un-Employed,0,Youth,High Income,Rejected,12%,Low Exposure,Poor, Other Income,Low Dependency,1069.36,29.19,Conservative-Low Risk,20.82,Long/Mature
939,40,Female,Divorced,"41,312.00","10,285.00",683,4,2,Employed,1,Middle-Aged,Low Income,Approved,25%,Low Exposure,Good,Employed,High Dependency,411.40,15.06,Conservative-Low Risk,17.08,Moderate
940,21,Male,Divorced,"1,13,376.00","48,664.00",462,1,0,Employed,1,Youth,High Income,Approved,43%,Controlled Exposure,Poor,Employed,Low Dependency,973.28,105.33,Aggressive-High Risk,22.00,Long/Mature
941,57,Male,Single,"1,04,526.00","42,705.00",740,0,2,Un-Employed,1,Middle-Aged,High Income,Approved,41%,Controlled Exposure,Good, Other Income,No DePendency,1708.20,57.71,Aggressive-High Risk,12.98,Moderate
942,29,Male,Married,"64,179.00","21,753.00",488,0,3,Self-Employed,1,Adult,Average Income,Approved,34%,Low Exposure,Poor,Employed,No DePendency,1305.18,44.58,Conservative-Low Risk,16.83,Moderate
943,37,Male,Divorced,"91,442.00","23,485.00",714,0,3,Self-Employed,1,Adult,Average Income,Approved,26%,Low Exposure,Good,Employed,No DePendency,1409.10,32.89,Conservative-Low Risk,19.30,Moderate
944,29,Female,Divorced,"1,34,332.00","17,977.00",638,2,4,Employed,1,Adult,High Income,Approved,13%,Low Exposure,Good,Employed,Low Dependency,1438.16,28.18,Conservative-Low Risk,22.00,Long/Mature
945,31,Female,Single,"1,37,961.00","24,874.00",480,1,4,Employed,1,Adult,High Income,Approved,18%,Low Exposure,Poor,Employed,Low Dependency,1989.92,51.82,Aggressive-High Risk,15.48,Moderate
946,35,Female,Single,"60,379.00","12,674.00",587,1,1,Employed,1,Adult,Average Income,Approved,21%,Low Exposure,Poor,Employed,Low Dependency,253.48,21.59,Conservative-Low Risk,16.77,Moderate
947,44,Female,Divorced,"37,297.00","34,038.00",486,2,1,Employed,1,Middle-Aged,Low Income,Approved,91%,High Exposure,Poor,Employed,Low Dependency,680.76,70.04,Aggressive-High Risk,11.05,Moderate
948,58,Male,Married,"22,011.00","34,315.00",437,0,3,Employed,0,Middle-Aged,Low Income,Rejected,156%,Critical Exposure,Poor,Employed,No DePendency,2058.90,78.52,Aggressive-High Risk,7.53,New/Thin
949,55,Male,Married,"1,36,130.00","8,676.00",429,0,0,Employed,1,Middle-Aged,High Income,Approved,6%,Low Exposure,Poor,Employed,No DePendency,173.52,20.22,Conservative-Low Risk,7.80,New/Thin
950,50,Male,Single,"1,40,234.00","7,426.00",493,4,2,Employed,1,Middle-Aged,High Income,Approved,5%,Low Exposure,Poor,Employed,High Dependency,297.04,15.06,Conservative-Low Risk,9.86,New/Thin
951,51,Female,Single,"64,014.00","29,473.00",615,3,1,Self-Employed,1,Middle-Aged,Average Income,Approved,46%,Controlled Exposure,Good,Employed,High Dependency,589.46,47.92,Conservative-Low Risk,12.06,Moderate
952,25,Male,Divorced,"1,32,094.00","7,962.00",443,1,1,Employed,1,Adult,High Income,Approved,6%,Low Exposure,Poor,Employed,Low Dependency,159.24,17.97,Conservative-Low Risk,17.72,Moderate
953,64,Male,Single,"31,738.00","34,943.00",315,1,0,Employed,1,Senior,Low Income,Approved,110%,Critical Exposure,Poor,Employed,Low Dependency,698.86,110.93,Aggressive-High Risk,4.92,New/Thin
954,34,Female,Divorced,"1,14,333.00","5,859.00",601,1,0,Self-Employed,1,Adult,High Income,Approved,5%,Low Exposure,Good,Employed,Low Dependency,117.18,9.75,Conservative-Low Risk,17.68,Moderate
955,31,Female,Married,"67,498.00","49,816.00",722,3,4,Self-Employed,1,Adult,Average Income,Approved,74%,High Exposure,Good,Employed,High Dependency,3985.28,69.00,Aggressive-High Risk,23.29,Long/Mature
956,29,Male,Married,"1,47,792.00","9,138.00",544,4,2,Un-Employed,0,Adult,High Income,Rejected,6%,Low Exposure,Poor, Other Income,High Dependency,365.52,16.80,Conservative-Low Risk,18.76,Moderate
957,54,Male,Divorced,"31,120.00","40,192.00",406,3,0,Employed,0,Middle-Aged,Low Income,Rejected,129%,Critical Exposure,Poor,Employed,High Dependency,803.84,99.00,Aggressive-High Risk,7.52,New/Thin
958,32,Male,Single,"1,36,517.00","30,640.00",387,0,1,Employed,1,Adult,High Income,Approved,22%,Low Exposure,Poor,Employed,No DePendency,612.80,79.17,Aggressive-High Risk,12.09,Moderate
959,55,Male,Married,"28,767.00","15,409.00",428,0,1,Employed,1,Middle-Aged,Low Income,Approved,54%,Controlled Exposure,Poor,Employed,No DePendency,308.18,36.00,Conservative-Low Risk,7.78,New/Thin
960,55,Male,Single,"42,852.00","9,017.00",640,1,3,Employed,1,Middle-Aged,Low Income,Approved,21%,Low Exposure,Good,Employed,Low Dependency,541.02,14.09,Conservative-Low Risk,11.64,Moderate
961,21,Male,Married,"99,239.00","15,451.00",303,2,0,Un-Employed,1,Youth,Average Income,Approved,16%,Low Exposure,Poor, Other Income,Low Dependency,309.02,50.99,Aggressive-High Risk,14.43,Moderate
962,60,Female,Divorced,"20,929.00","33,327.00",626,1,4,Self-Employed,1,Senior,Low Income,Approved,159%,Critical Exposure,Good,Employed,Low Dependency,2666.16,53.24,Aggressive-High Risk,10.43,Moderate
963,42,Female,Divorced,"97,487.00","15,278.00",709,2,2,Self-Employed,1,Middle-Aged,Average Income,Approved,16%,Low Exposure,Good,Employed,Low Dependency,611.12,21.55,Conservative-Low Risk,16.88,Moderate
964,49,Female,Divorced,"1,38,387.00","29,944.00",605,3,4,Employed,1,Middle-Aged,High Income,Approved,22%,Low Exposure,Good,Employed,High Dependency,2395.52,49.49,Conservative-Low Risk,12.35,Moderate
965,28,Male,Married,"1,11,575.00","48,764.00",524,0,1,Employed,1,Adult,High Income,Approved,44%,Controlled Exposure,Poor,Employed,No DePendency,975.28,93.06,Aggressive-High Risk,18.71,Moderate
966,31,Female,Single,"1,46,155.00","6,134.00",647,2,4,Employed,1,Adult,High Income,Approved,4%,Low Exposure,Good,Employed,Low Dependency,490.72,9.48,Conservative-Low Risk,20.87,Long/Mature
967,61,Male,Single,"1,34,149.00","35,131.00",620,3,1,Un-Employed,1,Senior,High Income,Approved,26%,Low Exposure,Good, Other Income,High Dependency,702.62,56.66,Aggressive-High Risk,10.16,Moderate
968,57,Male,Single,"1,15,040.00","42,887.00",480,0,1,Un-Employed,1,Middle-Aged,High Income,Approved,37%,Low Exposure,Poor, Other Income,No DePendency,857.74,89.35,Aggressive-High Risk,8.42,New/Thin
969,34,Female,Married,"37,438.00","43,462.00",685,2,1,Self-Employed,1,Adult,Low Income,Approved,116%,Critical Exposure,Good,Employed,Low Dependency,869.24,63.45,Aggressive-High Risk,20.15,Long/Mature
970,50,Male,Married,"68,515.00","27,520.00",407,1,1,Employed,1,Middle-Aged,Average Income,Approved,40%,Controlled Exposure,Poor,Employed,Low Dependency,550.40,67.62,Aggressive-High Risk,8.14,New/Thin
971,55,Male,Married,"25,744.00","26,869.00",830,1,1,Employed,1,Middle-Aged,Low Income,Approved,104%,Critical Exposure,Excellent,Employed,Low Dependency,537.38,32.37,Conservative-Low Risk,15.09,Moderate
972,41,Female,Married,"1,03,820.00","41,932.00",709,1,3,Employed,1,Middle-Aged,High Income,Approved,40%,Controlled Exposure,Good,Employed,Low Dependency,2515.92,59.14,Aggressive-High Risk,17.29,Moderate
973,57,Female,Married,"62,417.00","10,039.00",595,3,4,Employed,0,Middle-Aged,Average Income,Rejected,16%,Low Exposure,Poor,Employed,High Dependency,803.12,16.87,Conservative-Low Risk,10.44,Moderate
974,25,Female,Single,"1,25,284.00","26,281.00",470,1,3,Un-Employed,0,Adult,High Income,Rejected,21%,Low Exposure,Poor, Other Income,Low Dependency,1576.86,55.92,Aggressive-High Risk,18.80,Moderate
975,39,Male,Married,"27,069.00","15,442.00",630,4,3,Self-Employed,0,Adult,Low Income,Rejected,57%,Controlled Exposure,Good,Employed,High Dependency,926.52,24.51,Conservative-Low Risk,16.15,Moderate
976,34,Female,Married,"62,359.00","13,252.00",792,0,0,Self-Employed,1,Adult,Average Income,Approved,21%,Low Exposure,Excellent,Employed,No DePendency,265.04,16.73,Conservative-Low Risk,23.29,Long/Mature
977,46,Female,Single,"39,799.00","32,586.00",494,3,0,Un-Employed,0,Middle-Aged,Low Income,Rejected,82%,High Exposure,Poor, Other Income,High Dependency,651.72,65.96,Aggressive-High Risk,10.74,Moderate
978,24,Male,Married,"1,18,746.00","22,568.00",311,1,0,Employed,1,Youth,High Income,Approved,19%,Low Exposure,Poor,Employed,Low Dependency,451.36,72.57,Aggressive-High Risk,12.96,Moderate
979,45,Female,Single,"1,13,762.00","25,810.00",494,0,2,Self-Employed,1,Middle-Aged,High Income,Approved,23%,Low Exposure,Poor,Employed,No DePendency,1032.40,52.25,Aggressive-High Risk,10.98,Moderate
980,62,Female,Single,"1,40,906.00","6,551.00",789,2,0,Self-Employed,1,Senior,High Income,Approved,5%,Low Exposure,Excellent,Employed,Low Dependency,131.02,8.30,Conservative-Low Risk,12.73,Moderate
